 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> agosto 10, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\SRIM_Z03_A08_gas_90He10CO2187mbar293.13K.dat.txt

 Ion = Lithium [3] , Mass = 8,02 amu

 Target Density =  6,1290E-05 g/cm3 = 8,5504E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    097,06    090,01   
      C      6    000,98    002,73   
      O      8    001,96    007,27   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
999,999 eV    4,372E-04  4,005E-03  189,09 um    67,84 um    48,80 um  
   1,10 keV   4,586E-04  3,948E-03  207,51 um    73,74 um    52,89 um  
   1,20 keV   4,790E-04  3,891E-03  226,16 um    79,65 um    56,98 um  
   1,30 keV   4,985E-04  3,833E-03  245,03 um    85,57 um    61,08 um  
   1,40 keV   5,173E-04  3,777E-03  264,13 um    91,50 um    65,20 um  
   1,50 keV   5,355E-04  3,722E-03  283,45 um    97,45 um    69,33 um  
   1,60 keV   5,531E-04  3,667E-03  303,00 um   103,41 um    73,48 um  
   1,70 keV   5,701E-04  3,614E-03  322,76 um   109,38 um    77,66 um  
   1,80 keV   5,866E-04  3,563E-03  342,75 um   115,36 um    81,85 um  
   2,00 keV   6,183E-04  3,463E-03  383,36 um   127,39 um    90,33 um  
   2,25 keV   6,558E-04  3,347E-03  435,30 um   142,49 um   101,08 um  
   2,50 keV   6,913E-04  3,239E-03  488,46 um   157,66 um   111,99 um  
   2,75 keV   7,251E-04  3,138E-03  542,78 um   172,87 um   123,06 um  
   3,00 keV   7,573E-04  3,044E-03  598,21 um   188,12 um   134,30 um  
   3,25 keV   7,882E-04  2,956E-03  654,69 um   203,40 um   145,69 um  
   3,50 keV   8,180E-04  2,874E-03  712,16 um   218,69 um   157,23 um  
   3,75 keV   8,467E-04  2,797E-03  770,58 um   233,99 um   168,93 um  
   4,00 keV   8,745E-04  2,725E-03  829,88 um   249,29 um   180,76 um  
   4,50 keV   9,275E-04  2,593E-03  951,05 um   279,98 um   204,87 um  
   5,00 keV   9,777E-04  2,475E-03    1,08 mm   310,56 um   229,45 um  
   5,50 keV   1,025E-03  2,369E-03    1,20 mm   340,98 um   254,44 um  
   6,00 keV   1,071E-03  2,273E-03    1,33 mm   371,22 um   279,80 um  
   6,50 keV   1,115E-03  2,187E-03    1,46 mm   401,23 um   305,46 um  
   7,00 keV   1,157E-03  2,107E-03    1,60 mm   431,00 um   331,38 um  
   8,00 keV   1,237E-03  1,967E-03    1,87 mm   490,13 um   383,94 um  
   9,00 keV   1,312E-03  1,847E-03    2,15 mm   547,96 um   437,04 um  
  10,00 keV   1,383E-03  1,744E-03    2,43 mm   604,44 um   490,44 um  
  11,00 keV   1,450E-03  1,653E-03    2,72 mm   659,53 um   543,91 um  
  12,00 keV   1,515E-03  1,572E-03    3,01 mm   713,20 um   597,30 um  
  13,00 keV   1,576E-03  1,500E-03    3,30 mm   765,45 um   650,45 um  
  14,00 keV   1,636E-03  1,435E-03    3,59 mm   816,29 um   703,28 um  
  15,00 keV   1,693E-03  1,377E-03    3,89 mm   865,76 um   755,67 um  
  16,00 keV   1,749E-03  1,324E-03    4,18 mm   913,86 um   807,57 um  
  17,00 keV   1,808E-03  1,275E-03    4,48 mm   960,58 um   858,89 um  
  18,00 keV   1,866E-03  1,230E-03    4,77 mm     1,01 mm   909,56 um  
  20,00 keV   1,981E-03  1,151E-03    5,36 mm     1,09 mm     1,01 mm  
  22,50 keV   2,119E-03  1,066E-03    6,09 mm     1,20 mm     1,13 mm  
  25,00 keV   2,253E-03  9,953E-04    6,80 mm     1,29 mm     1,24 mm  
  27,50 keV   2,384E-03  9,341E-04    7,51 mm     1,38 mm     1,35 mm  
  30,00 keV   2,511E-03  8,809E-04    8,20 mm     1,46 mm     1,46 mm  
  32,50 keV   2,636E-03  8,341E-04    8,88 mm     1,54 mm     1,56 mm  
  35,00 keV   2,758E-03  7,927E-04    9,55 mm     1,61 mm     1,65 mm  
  37,50 keV   2,878E-03  7,556E-04   10,21 mm     1,67 mm     1,74 mm  
  40,00 keV   2,995E-03  7,223E-04   10,85 mm     1,73 mm     1,83 mm  
  45,00 keV   3,223E-03  6,646E-04   12,09 mm     1,85 mm     1,99 mm  
  50,00 keV   3,441E-03  6,164E-04   13,29 mm     1,95 mm     2,14 mm  
  55,00 keV   3,650E-03  5,754E-04   14,44 mm     2,04 mm     2,27 mm  
  60,00 keV   3,848E-03  5,401E-04   15,55 mm     2,12 mm     2,40 mm  
  65,00 keV   4,033E-03  5,093E-04   16,63 mm     2,19 mm     2,51 mm  
  70,00 keV   4,203E-03  4,822E-04   17,67 mm     2,25 mm     2,62 mm  
  80,00 keV   4,484E-03  4,365E-04   19,68 mm     2,38 mm     2,82 mm  
  90,00 keV   4,676E-03  3,995E-04   21,62 mm     2,49 mm     2,99 mm  
 100,00 keV   4,803E-03  3,688E-04   23,52 mm     2,58 mm     3,15 mm  
 110,00 keV   4,936E-03  3,429E-04   25,39 mm     2,67 mm     3,29 mm  
 120,00 keV   5,140E-03  3,207E-04   27,21 mm     2,75 mm     3,43 mm  
 130,00 keV   5,424E-03  3,014E-04   28,96 mm     2,82 mm     3,56 mm  
 140,00 keV   5,760E-03  2,846E-04   30,62 mm     2,89 mm     3,67 mm  
 150,00 keV   6,117E-03  2,697E-04   32,20 mm     2,94 mm     3,77 mm  
 160,00 keV   6,478E-03  2,564E-04   33,70 mm     2,99 mm     3,87 mm  
 170,00 keV   6,835E-03  2,444E-04   35,13 mm     3,04 mm     3,95 mm  
 180,00 keV   7,184E-03  2,337E-04   36,49 mm     3,08 mm     4,03 mm  
 200,00 keV   7,856E-03  2,149E-04   39,03 mm     3,15 mm     4,17 mm  
 225,00 keV   8,650E-03  1,957E-04   41,95 mm     3,24 mm     4,32 mm  
 250,00 keV   9,402E-03  1,798E-04   44,64 mm     3,30 mm     4,44 mm  
 275,00 keV   1,012E-02  1,665E-04   47,13 mm     3,36 mm     4,54 mm  
 300,00 keV   1,080E-02  1,552E-04   49,46 mm     3,41 mm     4,64 mm  
 325,00 keV   1,146E-02  1,455E-04   51,66 mm     3,45 mm     4,72 mm  
 350,00 keV   1,209E-02  1,369E-04   53,75 mm     3,48 mm     4,79 mm  
 375,00 keV   1,269E-02  1,294E-04   55,73 mm     3,51 mm     4,85 mm  
 400,00 keV   1,328E-02  1,228E-04   57,62 mm     3,54 mm     4,90 mm  
 450,00 keV   1,438E-02  1,114E-04   61,19 mm     3,61 mm     5,00 mm  
 500,00 keV   1,541E-02  1,022E-04   64,51 mm     3,66 mm     5,08 mm  
 550,00 keV   1,636E-02  9,440E-05   67,62 mm     3,71 mm     5,15 mm  
 600,00 keV   1,724E-02  8,781E-05   70,57 mm     3,75 mm     5,21 mm  
 650,00 keV   1,806E-02  8,214E-05   73,38 mm     3,78 mm     5,27 mm  
 700,00 keV   1,881E-02  7,721E-05   76,07 mm     3,82 mm     5,32 mm  
 800,00 keV   2,015E-02  6,903E-05   81,17 mm     3,90 mm     5,40 mm  
 900,00 keV   2,128E-02  6,251E-05   85,97 mm     3,98 mm     5,46 mm  
   1,00 MeV   2,223E-02  5,719E-05   90,55 mm     4,05 mm     5,52 mm  
   1,10 MeV   2,301E-02  5,275E-05   94,95 mm     4,11 mm     5,57 mm  
   1,20 MeV   2,366E-02  4,900E-05   99,22 mm     4,16 mm     5,62 mm  
   1,30 MeV   2,417E-02  4,577E-05  103,39 mm     4,21 mm     5,66 mm  
   1,40 MeV   2,458E-02  4,296E-05  107,48 mm     4,26 mm     5,70 mm  
   1,50 MeV   2,489E-02  4,051E-05  111,51 mm     4,31 mm     5,73 mm  
   1,60 MeV   2,512E-02  3,833E-05  115,50 mm     4,35 mm     5,76 mm  
   1,70 MeV   2,528E-02  3,639E-05  119,46 mm     4,39 mm     5,79 mm  
   1,80 MeV   2,538E-02  3,464E-05  123,40 mm     4,43 mm     5,82 mm  
   2,00 MeV   2,542E-02  3,164E-05  131,25 mm     4,58 mm     5,88 mm  
   2,25 MeV   2,526E-02  2,859E-05  141,10 mm     4,80 mm     5,94 mm  
   2,50 MeV   2,494E-02  2,610E-05  151,05 mm     5,02 mm     6,00 mm  
   2,75 MeV   2,450E-02  2,403E-05  161,15 mm     5,23 mm     6,05 mm  
   3,00 MeV   2,401E-02  2,228E-05  171,44 mm     5,44 mm     6,11 mm  
   3,25 MeV   2,347E-02  2,078E-05  181,96 mm     5,65 mm     6,16 mm  
   3,50 MeV   2,292E-02  1,948E-05  192,73 mm     5,86 mm     6,21 mm  
   3,75 MeV   2,236E-02  1,835E-05  203,77 mm     6,07 mm     6,26 mm  
   4,00 MeV   2,180E-02  1,734E-05  215,08 mm     6,29 mm     6,31 mm  
   4,50 MeV   2,071E-02  1,564E-05  238,60 mm     7,13 mm     6,41 mm  
   5,00 MeV   1,969E-02  1,426E-05  263,34 mm     7,96 mm     6,52 mm  
   5,50 MeV   1,875E-02  1,312E-05  289,34 mm     8,78 mm     6,63 mm  
   6,00 MeV   1,787E-02  1,215E-05  316,64 mm     9,61 mm     6,74 mm  
   6,50 MeV   1,707E-02  1,133E-05  345,25 mm    10,44 mm     6,86 mm  
   7,00 MeV   1,633E-02  1,061E-05  375,18 mm    11,28 mm     6,98 mm  
   8,00 MeV   1,503E-02  9,429E-06  438,99 mm    14,48 mm     7,25 mm  
   9,00 MeV   1,392E-02  8,496E-06  508,12 mm    17,50 mm     7,55 mm  
  10,00 MeV   1,296E-02  7,738E-06  582,55 mm    20,45 mm     7,87 mm  
  11,00 MeV   1,214E-02  7,111E-06  662,24 mm    23,38 mm     8,24 mm  
  12,00 MeV   1,142E-02  6,581E-06  747,18 mm    26,31 mm     8,63 mm  
  13,00 MeV   1,078E-02  6,129E-06  837,30 mm    29,27 mm     9,07 mm  
  14,00 MeV   1,021E-02  5,737E-06  932,57 mm    32,25 mm     9,53 mm  
  15,00 MeV   9,710E-03  5,395E-06    1,03 m     35,27 mm    10,04 mm  
  16,00 MeV   9,257E-03  5,093E-06    1,14 m     38,33 mm    10,58 mm  
  17,00 MeV   8,865E-03  4,825E-06    1,25 m     41,42 mm    11,15 mm  
  18,00 MeV   8,474E-03  4,584E-06    1,36 m     44,55 mm    11,76 mm  
  20,00 MeV   7,753E-03  4,172E-06    1,61 m     56,67 mm    13,10 mm  
  22,50 MeV   7,070E-03  3,754E-06    1,95 m     74,20 mm    14,96 mm  
  25,00 MeV   6,507E-03  3,415E-06    2,32 m     90,77 mm    17,04 mm  
  27,50 MeV   6,033E-03  3,135E-06    2,72 m    106,97 mm    19,32 mm  
  30,00 MeV   5,628E-03  2,899E-06    3,14 m    123,08 mm    21,79 mm  
  32,50 MeV   5,278E-03  2,697E-06    3,60 m    139,23 mm    24,45 mm  
  35,00 MeV   4,973E-03  2,523E-06    4,09 m    155,51 mm    27,30 mm  
  37,50 MeV   4,703E-03  2,371E-06    4,61 m    171,96 mm    30,32 mm  
  40,00 MeV   4,463E-03  2,237E-06    5,15 m    188,60 mm    33,51 mm  
  45,00 MeV   4,056E-03  2,011E-06    6,33 m    251,65 mm    40,40 mm  
