 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> agosto 10, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\SRIM_Z05_A11_gas_90He10CO2187mbar293.15K.dat.txt

 Ion = Boron [5] , Mass = 11,009 amu

 Target Density =  6,1290E-05 g/cm3 = 8,5504E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    097,06    090,01   
      C      6    000,98    002,73   
      O      8    001,96    007,27   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
999,999 eV    1,073E-03  7,305E-03  120,17 um    38,92 um    29,78 um  
   1,10 keV   1,125E-03  7,302E-03  130,12 um    41,74 um    31,91 um  
   1,20 keV   1,175E-03  7,289E-03  140,05 um    44,53 um    34,01 um  
   1,30 keV   1,223E-03  7,269E-03  149,97 um    47,30 um    36,08 um  
   1,40 keV   1,269E-03  7,243E-03  159,89 um    50,04 um    38,14 um  
   1,50 keV   1,314E-03  7,213E-03  169,82 um    52,76 um    40,17 um  
   1,60 keV   1,357E-03  7,179E-03  179,76 um    55,46 um    42,19 um  
   1,70 keV   1,399E-03  7,142E-03  189,71 um    58,14 um    44,20 um  
   1,80 keV   1,439E-03  7,103E-03  199,68 um    60,81 um    46,19 um  
   2,00 keV   1,517E-03  7,021E-03  219,69 um    66,13 um    50,15 um  
   2,25 keV   1,609E-03  6,912E-03  244,84 um    72,72 um    55,06 um  
   2,50 keV   1,696E-03  6,801E-03  270,15 um    79,23 um    59,92 um  
   2,75 keV   1,779E-03  6,689E-03  295,63 um    85,70 um    64,76 um  
   3,00 keV   1,858E-03  6,578E-03  321,29 um    92,11 um    69,57 um  
   3,25 keV   1,934E-03  6,469E-03  347,13 um    98,47 um    74,37 um  
   3,50 keV   2,007E-03  6,363E-03  373,14 um   104,78 um    79,15 um  
   3,75 keV   2,077E-03  6,259E-03  399,32 um   111,05 um    83,93 um  
   4,00 keV   2,146E-03  6,158E-03  425,67 um   117,28 um    88,69 um  
   4,50 keV   2,276E-03  5,965E-03  478,87 um   129,68 um    98,23 um  
   5,00 keV   2,399E-03  5,784E-03  532,67 um   141,91 um   107,75 um  
   5,50 keV   2,516E-03  5,614E-03  587,03 um   153,97 um   117,27 um  
   6,00 keV   2,628E-03  5,455E-03  641,89 um   165,87 um   126,79 um  
   6,50 keV   2,735E-03  5,306E-03  697,22 um   177,61 um   136,30 um  
   7,00 keV   2,838E-03  5,165E-03  752,98 um   189,19 um   145,81 um  
   8,00 keV   3,034E-03  4,909E-03  865,62 um   212,08 um   164,84 um  
   9,00 keV   3,218E-03  4,681E-03  979,50 um   234,32 um   183,81 um  
  10,00 keV   3,392E-03  4,477E-03    1,09 mm   255,93 um   202,72 um  
  11,00 keV   3,558E-03  4,292E-03    1,21 mm   276,93 um   221,52 um  
  12,00 keV   3,716E-03  4,125E-03    1,33 mm   297,35 um   240,20 um  
  13,00 keV   3,868E-03  3,972E-03    1,44 mm   317,19 um   258,74 um  
  14,00 keV   4,014E-03  3,832E-03    1,56 mm   336,47 um   277,12 um  
  15,00 keV   4,155E-03  3,704E-03    1,68 mm   355,22 um   295,33 um  
  16,00 keV   4,291E-03  3,585E-03    1,79 mm   373,46 um   313,36 um  
  17,00 keV   4,423E-03  3,475E-03    1,91 mm   391,20 um   331,19 um  
  18,00 keV   4,551E-03  3,372E-03    2,03 mm   408,46 um   348,82 um  
  20,00 keV   4,797E-03  3,187E-03    2,26 mm   442,08 um   383,48 um  
  22,50 keV   5,053E-03  2,987E-03    2,55 mm   482,05 um   425,66 um  
  25,00 keV   5,261E-03  2,814E-03    2,84 mm   519,83 um   466,62 um  
  27,50 keV   5,572E-03  2,663E-03    3,13 mm   555,32 um   506,32 um  
  30,00 keV   5,920E-03  2,529E-03    3,41 mm   588,21 um   544,54 um  
  32,50 keV   6,271E-03  2,411E-03    3,69 mm   618,61 um   581,15 um  
  35,00 keV   6,607E-03  2,304E-03    3,95 mm   646,76 um   616,17 um  
  37,50 keV   6,919E-03  2,208E-03    4,22 mm   672,95 um   649,66 um  
  40,00 keV   7,203E-03  2,121E-03    4,47 mm   697,46 um   681,72 um  
  45,00 keV   7,685E-03  1,968E-03    4,98 mm   743,84 um   742,09 um  
  50,00 keV   8,065E-03  1,838E-03    5,47 mm   785,66 um   798,14 um  
  55,00 keV   8,362E-03  1,726E-03    5,95 mm   824,05 um   850,69 um  
  60,00 keV   8,596E-03  1,629E-03    6,42 mm   859,77 um   900,35 um  
  65,00 keV   8,782E-03  1,544E-03    6,89 mm   893,36 um   947,63 um  
  70,00 keV   8,935E-03  1,468E-03    7,36 mm   925,18 um   992,88 um  
  80,00 keV   9,177E-03  1,339E-03    8,28 mm   988,60 um     1,08 mm  
  90,00 keV   9,380E-03  1,233E-03    9,20 mm     1,05 mm     1,16 mm  
 100,00 keV   9,572E-03  1,145E-03   10,12 mm     1,10 mm     1,23 mm  
 110,00 keV   9,771E-03  1,069E-03   11,02 mm     1,15 mm     1,31 mm  
 120,00 keV   9,983E-03  1,004E-03   11,92 mm     1,20 mm     1,37 mm  
 130,00 keV   1,021E-02  9,473E-04   12,80 mm     1,24 mm     1,44 mm  
 140,00 keV   1,046E-02  8,973E-04   13,67 mm     1,28 mm     1,50 mm  
 150,00 keV   1,072E-02  8,528E-04   14,53 mm     1,32 mm     1,56 mm  
 160,00 keV   1,099E-02  8,129E-04   15,37 mm     1,36 mm     1,62 mm  
 170,00 keV   1,128E-02  7,770E-04   16,20 mm     1,39 mm     1,67 mm  
 180,00 keV   1,157E-02  7,445E-04   17,00 mm     1,42 mm     1,72 mm  
 200,00 keV   1,219E-02  6,876E-04   18,57 mm     1,49 mm     1,82 mm  
 225,00 keV   1,297E-02  6,288E-04   20,43 mm     1,56 mm     1,92 mm  
 250,00 keV   1,376E-02  5,800E-04   22,20 mm     1,63 mm     2,02 mm  
 275,00 keV   1,454E-02  5,389E-04   23,88 mm     1,68 mm     2,11 mm  
 300,00 keV   1,531E-02  5,038E-04   25,48 mm     1,73 mm     2,18 mm  
 325,00 keV   1,609E-02  4,733E-04   27,01 mm     1,77 mm     2,25 mm  
 350,00 keV   1,686E-02  4,466E-04   28,48 mm     1,81 mm     2,32 mm  
 375,00 keV   1,763E-02  4,230E-04   29,88 mm     1,85 mm     2,38 mm  
 400,00 keV   1,840E-02  4,020E-04   31,23 mm     1,88 mm     2,43 mm  
 450,00 keV   1,996E-02  3,662E-04   33,76 mm     1,94 mm     2,53 mm  
 500,00 keV   2,152E-02  3,366E-04   36,12 mm     2,00 mm     2,61 mm  
 550,00 keV   2,306E-02  3,119E-04   38,32 mm     2,05 mm     2,68 mm  
 600,00 keV   2,456E-02  2,908E-04   40,38 mm     2,09 mm     2,74 mm  
 650,00 keV   2,602E-02  2,726E-04   42,33 mm     2,13 mm     2,79 mm  
 700,00 keV   2,741E-02  2,566E-04   44,17 mm     2,16 mm     2,84 mm  
 800,00 keV   2,999E-02  2,302E-04   47,62 mm     2,24 mm     2,92 mm  
 900,00 keV   3,230E-02  2,090E-04   50,79 mm     2,30 mm     2,99 mm  
   1,00 MeV   3,434E-02  1,917E-04   53,77 mm     2,35 mm     3,05 mm  
